ACAD Sample Number,Genetic Sex,Sample QC'd in Online db & lab work files?,Extraction,Est. Amt. of Extract left,Bone left?,PCR,LibraryPrep,Est. Amt. of Post-Bst library left in tram barn,P5 Adapter Sequence,P7 Adapter Sequence,Tapestation File,Post-cleanup Concentration,Shotgun Sequencing Run,Sequencing Index,Shotgun Screening %Endogenous,Shotgun Screening %Clonality,Est. Amt. of PCR-amplified Library left in Darling,Capture Mito,Tapestation File,Post-cleanup Concentration,Est. Amt. of cleaned capture product left,WMG Capture Sequencing Run,Sequencing Index,Capture 10k,Tapestation File,Post-cleanup Concentration,Est. Amt. of cleaned capture product left,SNP Capture Sequencing Run,Sequencing Index,WMG?,Sample Number,Group Number,Sample Description,Category of Sample,Extracted By/Date,ACAD Location,Sample Number,Group Number,Sample Description,Category of Sample,Extracted By/Date,ACAD Location,Date of entry into ACAD,ACAD Location,Sample Number,ABC/Oxford Sample Number,Group Number,Sample Description,Genus,Species,Sub species,Category of Sample,Sample Details,Sample Notes,Region,Country,State,Locality,Specific Location,Latitude,Longitude,How location was obtained,Datum,Collection Details,Collection Notes,Date Collected,Collected by,Quality,Museum Name,Museum Accession Number,Sampled by,Date Sampled,ACAD Location,Carbon Date,Mismatch reason,Extracted By/ Date,Date of entry into ACAD,Import permit #,Notes,Sample repatriated,Bone left?,DNA extract?,Museum,Accn. No.,Radiocarbon Accn. No.,Age ,Cal,SE,N/S,Genbank #,# gens,Sample Reference,Date Source,Centre,Centre_num,Stage,Date,Error,OxCal4.2 Int13 Mean calBP,del13      ,del15      ,Sample Reference,Centre,Centre_num,Date,Error,del13      ,del15      ,Centre,Centre_num,Date,Error,del13      ,del15      ,Shapiro?,Shapiro Success?
541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04266,GP0000,0,Bison,,,Bone,R. metacarpal,,Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1979,,,Canadian Museum of Nature,CMN 35942,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04383,GP0000,0,Bison,,,Bone,L. metacarpal,,Canada,Canada,,,Dawson area_x000B_Hunker  Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1975,,,Canadian Museum of Nature,CMN 29021,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Tooth,,Bison - Canada,,GP0000,,Tooth,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04438,GP0000,0,Bison,priscus,,Tooth,tooth,,Canada,Canada,,,Dawson area_x000B_Hunker  Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,,,,Canadian Museum of Nature,CMN 44667,Alan and Beth 28-May-00,28-May-00,Bison - Canada,,,0,31-May-01,200507186,Sample number didn't exist in dbase Oct.  Added Nov 2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04250,GP0000,0,Bison,,,Bone,Metatarsal,Pathology: tuberculosis? arthritis?,Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1977,,,Canadian Museum of Nature,CMN 33736,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04284,GP0000,0,Bison,,,Bone,R. metacarpal,,Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1988,,,Canadian Museum of Nature,CMN 46279,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04267,GP0000,0,Bison,,,Bone,R. metacarpal,,Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1983,,,Canadian Museum of Nature,CMN 42410,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04239,GP0000,0,Bison,,,Bone,L. metacarpal,Pathology:  tuberculosis? arthritis?,Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1974,,,Canadian Museum of Nature,CMN 25951,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04316,GP0000,0,Bison,,,Bone,Metacarpal,,Canada,Canada,,,Dawson area Hunker Creek,63.9833333,-139.0333333,From location description and Szpak et al. 2010,,,,1978,,,Canadian Museum of Nature,CMN 35355,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04292,GP0000,0,Bison,,,Bone,R. metacarpal,,Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1989,,,Canadian Museum of Nature,CMN 47533,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04269,GP0000,0,Bison,crassicornis,,Bone,R. metacarpal,,Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1974,,,Canadian Museum of Nature,CMN 25953,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04261,GP0000,0,Bison,,,Bone,R. metacarpal,,Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1961,,,Canadian Museum of Nature, CMN 10463,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04298,GP0000,0,Bison,,,Bone,R. metacarpal,_x000B_lump (path),Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1978,,,Canadian Museum of Nature,CMN 35358,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04315,GP0000,0,Bison,,,Bone,Metacarpal,,Canada,Canada,,,Dawson area Hunker Creek,63.9833333,-139.0333333,From location description and Szpak et al. 2010,,,,1978,,,Canadian Museum of Nature,CMN 35356,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04271,GP0000,0,Bison,crassicornis,,Bone,R. metacarpal,,Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1977,,,Canadian Museum of Nature,CMN 25952,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04274,GP0000,0,Bison,,,Bone,R. metacarpal,_x000B_pathogen: arthritis?,Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1982,,,Canadian Museum of Nature,CMN 37611,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04388,GP0000,0,Bison,,,Bone,L. metacarpal,,Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1978,,,Canadian Museum of Nature,CMN 35362,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04096,GP0000,0,Bison,,,Bone,skull,large male,Yukon,Canada,,,Dawson area Hunker Creek,63.9833333,-139.0333333,From location description and Szpak et al. 2010,,,,1948,,,American Museum of Natural History,A-476-4793,Alan and Beth,20-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04249,GP0000,0,Bison,,,Bone,Metatarsal,,Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1977,,,Canadian Museum of Nature,CMN 33735,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04321,GP0000,0,Bison,,,Bone,Metacarpal,,Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1988,,,Canadian Museum of Nature,CMN 46190,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04251,GP0000,0,Bison,,,Bone,Metatarsal,Pathology?,Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1977,,,Canadian Museum of Nature,CMN 33737,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04294,GP0000,0,Bison,,,Bone,R. metacarpal,,Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1978,,,Canadian Museum of Nature,CMN 35363,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04287,GP0000,0,Bison,,,Bone,R. metacarpal,,Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1989,,,Canadian Museum of Nature,CMN 47276,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04387,GP0000,0,Bison,,,Bone,L. metacarpal,,Canada,Canada,,,Dawson area_x000B_,64.05,-139.4166667,From location description and Szpak et al. 2010,,,,1970,,,Canadian Museum of Nature,CMN 34693,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Urals,,GP0000,,Bone,,Bison - Urals,31-May-01,Bison - Urals,0,ABC04532,GP0000,0,Bison,,,Bone,m.carp + growth,path,Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1978,,,Canadian Museum of Nature,CMN 35258,Alan Cooper,,Bison - Urals,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04243,GP0000,0,Bison,,,Bone,L. metacarpal,,Canada,Canada,,,Dawson area_x000B_Dominion creek,63.6230556,-138.7138889,Preece et al. 2000,,,,1970,,,Canadian Museum of Nature,CMN 17608,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04326,GP0000,0,Bison,,,Bone,Metacarpal,,Canada,Canada,,,Dawson area _x000B_Last Chance Creek,64.01125,-139.1,Preece et al. 2000,,,,1991,,,Canadian Museum of Nature,CMN 49664,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04351,GP0000,0,Bison,,,Bone,metacarpal,,Canada,Canada,,,Dawson area_x000B_Hunker Creek,63.916667,-138.866667,Estimated from location description and coordinates listed for entry #561 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1987,,,Canadian Museum of Nature,CMN 45538,Alan and Beth,28-May-00,Bison - Canada,,bag labelled hester ck not hunker creek.,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04263,GP0000,0,Bison,,,Bone,R. metacarpal,,Canada,Canada,,,Dawson area_x000B_Last Chance Creek,64.016667,-139.1,Estimated from location description and coordinates listed for entry #375 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1938,,,Canadian Museum of Nature,CMN 46122,Alan and Beth,28-May-00,Bison - Canada,,collection date on bag is 1988 not 1938,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04278,GP0000,0,Bison,,,Bone,R. metacarpal,_x000B_pathogen?,Canada,Canada,,,Dawson area_x000B_Loc. 51,63.9130556,-138.9077778,From Yukon Placer Mining Industry 2007-2009,,,,1994,,,Canadian Museum of Nature,CMN 50194,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04245,GP0000,0,Bison,,,Bone,Metatarsal,,Canada,Canada,,,Dawson area_x000B_Loc. 51,63.9130556,-138.9077778,From Yukon Placer Mining Industry 2007-2009,,,,1994,,,Canadian Museum of Nature,CMN 50917,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04257,GP0000,0,Bison,,,Bone,Metatarsal,,Canada,Canada,,,Dawson area_x000B_Last Chance Creek,64.016667,-139.1,Estimated from location description and coordinates listed for entry #375 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1989,,,Canadian Museum of Nature,CMN 47512,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,,,BOV38.16,,,,BLP47.01,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04441,GP0000,0,Bison,occidentalis,,Bone,skull,,Canada,Canada,,,Dawson area_x000B_Caribou Creek,63.8286111,-138.8211111,From Yukon Placer Mining Industry 2007-2009,,,,1989,,,Canadian Museum of Nature,CMN 47587,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04444,GP0000,0,Bison,,,Bone,skull,,Canada,Canada,,,Dawson area_x000B_Dominion Creek,63.6230556,-138.7138889,Preece et al. 2000,,,,1902,,,Canadian Museum of Nature,CMN 7393,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,,,BOV39.12,,,,BLP47.02,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04264,GP0000,0,Bison,,,Bone,R. metacarpal,,Canada,Canada,,,Dawson area_x000B_Sulphur Creek,63.7333333,-138.8333333,From location description and Szpak et al. 2010,,,,1975,,,Canadian Museum of Nature,CMN 28983,Alan and Beth,28-May-00,Bison - Canada,,collection date on bag is 1985 not 1975.,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04297,GP0000,0,Bison,Crassicornis,,Bone,R. metacarpal,_x000B_,Canada,Canada,,,Dawson area_x000B_Gold Run Creek,63.725,-138.683333,Estimated from location description and coordinates listed for entry #235 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1970,,,Canadian Museum of Nature,CMN 17572,Alan and Beth,28-May-00,Bison - Canada,,"does not mention species name on bag. Bag says ""bison"" .",0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04277,GP0000,0,Bison,,,Bone,R. metacarpal,_x000B_pathogen: arthritis?,Canada,Canada,,,Dawson area_x000B_Last Chance Creek,64.016667,-139.1,Estimated from location description and coordinates listed for entry #375 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1989,,,Canadian Museum of Nature,CMN 47452,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04280,GP0000,0,Bison,,,Bone,R. metacarpal,,Canada,Canada,,,Dawson area_x000B_Last Chance Creek,64.016667,-139.1,Estimated from location description and coordinates listed for entry #375 in Harington et al. 2003 - Annotated Bibliography of Quaternary Vertebrates of Northern North America: With Radiocarbon Dates,,,,1989,,,Canadian Museum of Nature,CMN 47371,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04327,GP0000,0,Bison,,,Bone,Metacarpal,,Canada,Canada,,,Dawson area _x000B_Last Chance Creek,64.0166667,-139.1,Preece et al. 2000,,,,1991,,,Canadian Museum of Nature,CMN 49658,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04296,GP0000,0,Bison,,,Bone,R. metacarpal,,Canada,Canada,,,Dawson area_x000B_Cripple Hill,64.0078,-139.3419,Estimated from site description*,,,,1978,,,Canadian Museum of Nature,CMN 35782,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04281,GP0000,0,Bison,,,Bone,R. metacarpal,,Canada,Canada,,,Dawson area_x000B_Quartz Creek,63.8166667,-139.0333333,From location description and Szpak et al. 2010,,,,1984,,,Canadian Museum of Nature,CMN 47195,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GP0000,,Bone,,Bison - Canada,,GP0000,,Bone,,Bison - Canada,31-May-01,Bison - Canada,0,ABC04258,GP0000,0,Bison,,,Bone,Metatarsal,,Canada,Canada,,,Dawson area_x000B_OroGrande,63.8838889,-139.2738889,From Yukon Placer Mining Industry 2007-2009,,,,1989,,,Canadian Museum of Nature,CMN 47482,Alan and Beth,28-May-00,Bison - Canada,,,0,31-May-01,200507186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
